attributionid,orderid,campaignid,revenue,channel,platform
A002440,ORD003049,CAMP0062,83.73,Retail,snapchat
A002441,ORD000036,CAMP0103,92.73,Web,snapchat
A002442,ORD000623,CAMP0222,11.22,Mobile,tiktok
A002443,ORD000583,CAMP0099,96.1,Web,google
A002444,ORD003954,CAMP0205,11.37,Web,snapchat
A002445,ORD000814,CAMP0197,247.0,Web,snapchat
A002446,ORD002091,CAMP0115,92.73,Mobile,meta
A002447,ORD002470,CAMP0067,49.44,Web,tiktok
A002448,ORD001627,CAMP0122,16.92,Retail,tiktok
A002449,ORD004142,CAMP0178,7.31,Web,snapchat
A002450,ORD000656,CAMP0095,51.98,Web,google
A002451,ORD003531,CAMP0117,135.64,Web,snapchat
A002452,ORD003401,CAMP0205,222.78,Web,meta
A002453,ORD000734,CAMP0061,11.34,Web,snapchat
A002454,ORD003098,CAMP0037,96.74,Web,google
A002455,ORD004329,CAMP0020,76.14,Web,tiktok
A002456,ORD004447,CAMP0231,301.12,Web,snapchat
A002457,ORD004296,CAMP0227,24.59,Retail,meta
A002458,ORD004539,CAMP0174,11.22,Retail,meta
A002459,ORD003305,CAMP0071,130.46,Mobile,google
A002460,ORD003457,CAMP0046,24.24,Web,meta
A002461,ORD004683,CAMP0187,71.31,Web,google
A002462,ORD000924,CAMP0145,67.95,Mobile,meta
A002463,ORD000365,CAMP0165,38.4,Mobile,tiktok
A002464,ORD002087,CAMP0038,22.77,Mobile,meta
A002465,ORD004914,CAMP0240,45.53,Mobile,tiktok
A002466,ORD002256,CAMP0213,22.3,Web,google
A002467,ORD001584,CAMP0063,27.2,Web,google
A002468,ORD001881,CAMP0013,36.64,Mobile,google
A002469,ORD004351,CAMP0044,180.08,Web,snapchat
A002470,ORD003246,CAMP0169,10.82,Web,snapchat
A002471,ORD000017,CAMP0103,30.0,Web,meta
A002472,ORD003419,CAMP0224,28.2,Mobile,meta
A002473,ORD004173,CAMP0091,24.72,Web,meta
A002474,ORD000122,CAMP0017,73.77,Retail,meta
A002475,ORD003869,CAMP0076,122.0,Mobile,meta
A002476,ORD004044,CAMP0062,150.2,Web,google
A002477,ORD003312,CAMP0065,338.35,Retail,snapchat
A002478,ORD001294,CAMP0127,69.38,Mobile,meta
A002479,ORD004563,CAMP0014,40.95,Web,google
A002480,ORD002358,CAMP0208,60.03,Mobile,snapchat
A002481,ORD001625,CAMP0174,59.28,Web,google
A002482,ORD000467,CAMP0039,41.22,Web,tiktok
A002483,ORD004288,CAMP0082,87.58,Web,meta
A002484,ORD000208,CAMP0050,38.94,Web,snapchat
A002485,ORD004536,CAMP0097,110.96,Web,meta
A002486,ORD003437,CAMP0038,32.87,Retail,snapchat
A002487,ORD003630,CAMP0024,63.78,Web,meta
A002488,ORD004203,CAMP0100,7.3,Retail,google
A002489,ORD002573,CAMP0090,11.28,Web,tiktok
A002490,ORD000314,CAMP0010,121.2,Mobile,google
A002491,ORD002170,CAMP0144,72.4,Mobile,snapchat
A002492,ORD002460,CAMP0185,92.63,Web,tiktok
A002493,ORD000650,CAMP0088,21.26,Web,tiktok
A002494,ORD004980,CAMP0103,24.02,Web,google
A002495,ORD001939,CAMP0100,24.3,Mobile,google
A002496,ORD004028,CAMP0119,13.02,Mobile,meta
A002497,ORD001971,CAMP0246,5.27,Web,snapchat
A002498,ORD002349,CAMP0186,83.94,Mobile,google
A002499,ORD002862,CAMP0013,11.58,Retail,snapchat
A002500,ORD000340,CAMP0011,90.57,Web,google
A002501,ORD003812,CAMP0034,91.7,Mobile,meta
A002502,ORD001007,CAMP0043,136.74,Retail,meta
A002503,ORD003441,CAMP0049,148.67,Mobile,meta
A002504,ORD002125,CAMP0222,164.3,Retail,google
A002505,ORD002836,CAMP0154,34.9,Web,meta
A002506,ORD002715,CAMP0116,116.72,Retail,meta
A002507,ORD002108,CAMP0214,29.59,Mobile,tiktok
A002508,ORD004488,CAMP0150,66.98,Retail,google
A002509,ORD003135,CAMP0187,89.2,Web,snapchat
A002510,ORD001085,CAMP0047,138.76,Mobile,tiktok
A002511,ORD003512,CAMP0019,13.39,Mobile,meta
A002512,ORD000118,CAMP0230,47.5,Web,google
A002513,ORD001978,CAMP0142,567.87,Web,tiktok
A002514,ORD002702,CAMP0039,184.6,Mobile,meta
A002515,ORD003694,CAMP0233,22.1,Retail,google
A002516,ORD002491,CAMP0175,83.14,Web,google
A002517,ORD002675,CAMP0216,72.06,Web,snapchat
A002518,ORD004871,CAMP0075,5.12,Mobile,tiktok
A002519,ORD002873,CAMP0143,66.0,Mobile,tiktok
A002520,ORD000591,CAMP0097,60.08,Web,tiktok
A002521,ORD004467,CAMP0105,32.0,Mobile,meta
A002522,ORD004078,CAMP0064,19.07,Retail,meta
A002523,ORD004461,CAMP0170,92.63,Retail,tiktok
A002524,ORD003321,CAMP0060,34.06,Web,snapchat
A002525,ORD001019,CAMP0065,4.66,Web,meta
A002526,ORD000506,CAMP0249,201.32,Web,tiktok
A002527,ORD001617,CAMP0022,55.6,Web,meta
A002528,ORD004434,CAMP0162,7.35,Web,google
A002529,ORD001326,CAMP0249,34.61,Mobile,google
A002530,ORD004560,CAMP0031,335.36,Web,tiktok
A002531,ORD004801,CAMP0057,48.04,Web,google
A002532,ORD000599,CAMP0053,522.4,Web,google
A002533,ORD000224,CAMP0055,139.6,Mobile,meta
A002534,ORD000923,CAMP0129,260.31,Retail,google
A002535,ORD003844,CAMP0053,110.96,Web,meta
A002536,ORD000839,CAMP0123,125.75,Web,tiktok
A002537,ORD003634,CAMP0166,4.66,Web,snapchat
A002538,ORD000211,CAMP0223,83.14,Mobile,meta
A002539,ORD003250,CAMP0173,7.3,Web,tiktok
A002540,ORD002406,CAMP0030,75.76,Web,meta
A002541,ORD000175,CAMP0246,103.96,Web,snapchat
A002542,ORD002306,CAMP0223,61.64,Mobile,google
A002543,ORD003977,CAMP0075,35.0,Mobile,snapchat
A002544,ORD002578,CAMP0123,66.9,Web,snapchat
A002545,ORD002185,CAMP0035,94.82,Mobile,tiktok
A002546,ORD003752,CAMP0186,77.64,Retail,snapchat
A002547,ORD001732,CAMP0231,75.96,Web,snapchat
A002548,ORD002857,CAMP0193,85.08,Mobile,google
A002549,ORD001157,CAMP0021,99.21,Web,snapchat
A002550,ORD002875,CAMP0083,11.65,Web,tiktok
A002551,ORD004768,CAMP0236,20.06,Mobile,meta
A002552,ORD001562,CAMP0095,80.1,Mobile,meta
A002553,ORD003499,CAMP0213,51.26,Mobile,meta
A002554,ORD004948,CAMP0124,8.46,Mobile,google
A002555,ORD003110,CAMP0232,63.2,Web,google
A002556,ORD001959,CAMP0143,246.45,Mobile,meta
A002557,ORD003850,CAMP0204,114.09,Web,google
A002558,ORD002310,CAMP0067,73.62,Web,google
A002559,ORD002659,CAMP0001,135.6,Web,google
A002560,ORD003430,CAMP0099,69.88,Web,tiktok
A002561,ORD003493,CAMP0103,93.78,Mobile,tiktok
A002562,ORD002500,CAMP0015,43.75,Retail,google
A002563,ORD004024,CAMP0130,78.74,Web,google
A002564,ORD002181,CAMP0020,83.76,Retail,meta
A002565,ORD001534,CAMP0228,21.93,Mobile,tiktok
A002566,ORD004528,CAMP0001,66.04,Web,tiktok
A002567,ORD000644,CAMP0085,32.52,Retail,google
A002568,ORD003476,CAMP0108,107.52,Web,tiktok
A002569,ORD001152,CAMP0010,2.57,Mobile,snapchat
A002570,ORD004625,CAMP0044,42.52,Web,tiktok
A002571,ORD001289,CAMP0124,17.07,Web,tiktok
A002572,ORD000125,CAMP0157,8.79,Mobile,snapchat
A002573,ORD003080,CAMP0004,42.52,Mobile,tiktok
A002574,ORD000130,CAMP0173,88.02,Web,tiktok
A002575,ORD002057,CAMP0171,41.25,Mobile,tiktok
A002576,ORD001122,CAMP0046,13.74,Retail,google
A002577,ORD004163,CAMP0107,196.08,Web,meta
A002578,ORD000109,CAMP0186,3.17,Web,google
A002579,ORD001148,CAMP0158,1527.64,Web,tiktok
A002580,ORD003222,CAMP0070,46.96,Mobile,tiktok
A002581,ORD000371,CAMP0054,129.0,Web,snapchat
A002582,ORD002334,CAMP0032,411.15,Web,snapchat
A002583,ORD002693,CAMP0187,44.01,Web,snapchat
A002584,ORD004863,CAMP0069,379.8,Retail,google
A002585,ORD003784,CAMP0174,53.76,Web,snapchat
A002586,ORD002965,CAMP0193,282.87,Web,tiktok
A002587,ORD002101,CAMP0222,58.2,Retail,snapchat
A002588,ORD003858,CAMP0004,33.07,Mobile,tiktok
A002589,ORD004276,CAMP0245,94.82,Retail,snapchat
A002590,ORD004696,CAMP0111,7.35,Mobile,meta
A002591,ORD003733,CAMP0244,243.78,Mobile,tiktok
A002592,ORD000539,CAMP0090,264.72,Mobile,snapchat
A002593,ORD003544,CAMP0050,69.57,Web,meta
A002594,ORD001261,CAMP0143,16.58,Retail,snapchat
A002595,ORD002952,CAMP0215,68.37,Web,google
A002596,ORD002847,CAMP0241,40.52,Web,meta
A002597,ORD000608,CAMP0022,438.52,Mobile,meta
A002598,ORD000942,CAMP0149,66.14,Web,google
A002599,ORD004152,CAMP0022,57.4,Retail,google
A002600,ORD002123,CAMP0152,44.04,Mobile,google
A002601,ORD004502,CAMP0036,157.23,Web,meta
A002602,ORD003420,CAMP0098,7.54,Web,snapchat
A002603,ORD002598,CAMP0005,35.2,Mobile,snapchat
A002604,ORD000640,CAMP0040,12.85,Retail,snapchat
A002605,ORD002739,CAMP0200,98.36,Mobile,snapchat
A002606,ORD001242,CAMP0017,52.29,Web,snapchat
A002607,ORD001704,CAMP0019,313.44,Mobile,tiktok
A002608,ORD000073,CAMP0104,496.45,Retail,meta
A002609,ORD002843,CAMP0142,18.58,Mobile,snapchat
A002610,ORD004235,CAMP0177,303.84,Mobile,meta
A002611,ORD000809,CAMP0094,321.12,Web,tiktok
A002612,ORD001106,CAMP0233,76.86,Mobile,snapchat
A002613,ORD004400,CAMP0149,91.0,Web,google
A002614,ORD003800,CAMP0182,39.18,Web,tiktok
A002615,ORD002791,CAMP0179,51.95,Web,google
A002616,ORD002038,CAMP0156,92.07,Web,snapchat
A002617,ORD004116,CAMP0180,33.4,Mobile,google
A002618,ORD000364,CAMP0167,11.76,Mobile,meta
A002619,ORD000935,CAMP0203,162.45,Web,google
A002620,ORD004483,CAMP0150,202.9,Mobile,google
A002621,ORD002627,CAMP0062,19.02,Mobile,snapchat
A002622,ORD001968,CAMP0138,66.14,Mobile,tiktok
A002623,ORD002531,CAMP0115,174.48,Web,snapchat
A002624,ORD000201,CAMP0119,41.14,Web,meta
A002625,ORD000722,CAMP0076,133.86,Web,tiktok
A002626,ORD004021,CAMP0149,2.94,Web,snapchat
A002627,ORD003298,CAMP0113,60.78,Web,google
A002628,ORD002800,CAMP0221,140.67,Mobile,snapchat
A002629,ORD003451,CAMP0214,93.78,Web,snapchat
A002630,ORD004168,CAMP0148,32.4,Mobile,tiktok
A002631,ORD003145,CAMP0165,12.66,Web,snapchat
A002632,ORD004987,CAMP0070,121.89,Mobile,snapchat
A002633,ORD003703,CAMP0204,446.01,Mobile,snapchat
A002634,ORD000334,CAMP0165,253.9,Web,meta
A002635,ORD001650,CAMP0242,14.0,Web,google
A002636,ORD003782,CAMP0006,101.38,Web,meta
A002637,ORD001740,CAMP0045,16.02,Web,google
A002638,ORD000593,CAMP0244,95.35,Mobile,meta
A002639,ORD002547,CAMP0030,9.0,Web,meta
A002640,ORD001168,CAMP0144,23.34,Retail,tiktok
A002641,ORD002570,CAMP0036,18.04,Mobile,snapchat
A002642,ORD001908,CAMP0249,15.16,Web,google
A002643,ORD003274,CAMP0012,50.6,Web,meta
A002644,ORD000894,CAMP0156,9.0,Mobile,snapchat
A002645,ORD000031,CAMP0111,22.77,Web,tiktok
A002646,ORD001092,CAMP0066,15.58,Web,meta
A002647,ORD002665,CAMP0124,80.76,Web,meta
A002648,ORD002336,CAMP0056,15.58,Web,tiktok
A002649,ORD004682,CAMP0233,49.93,Web,meta
A002650,ORD004949,CAMP0008,14.7,Web,meta
A002651,ORD003492,CAMP0033,99.21,Web,tiktok
A002652,ORD002826,CAMP0123,18.99,Mobile,google
A002653,ORD004503,CAMP0088,78.08,Mobile,google
A002654,ORD004960,CAMP0115,4.52,Web,snapchat
A002655,ORD000320,CAMP0216,8.82,Mobile,google
A002656,ORD003175,CAMP0166,116.72,Mobile,google
A002657,ORD001405,CAMP0054,455.32,Web,meta
A002658,ORD002892,CAMP0161,126.33,Web,google
A002659,ORD000066,CAMP0001,18.0,Web,meta
A002660,ORD002882,CAMP0111,37.7,Mobile,meta
A002661,ORD003653,CAMP0006,133.96,Web,meta
A002662,ORD004613,CAMP0177,12.95,Web,tiktok
A002663,ORD001386,CAMP0052,195.74,Retail,tiktok
A002664,ORD000573,CAMP0033,7.49,Web,google
A002665,ORD000144,CAMP0095,284.2,Web,snapchat
A002666,ORD004672,CAMP0168,78.74,Mobile,snapchat
A002667,ORD000417,CAMP0144,15.25,Web,meta
A002668,ORD002140,CAMP0123,5.14,Retail,snapchat
A002669,ORD002912,CAMP0183,12.66,Web,google
A002670,ORD001665,CAMP0015,779.46,Web,google
A002671,ORD002463,CAMP0078,34.06,Web,tiktok
A002672,ORD003523,CAMP0099,9.02,Retail,snapchat
A002673,ORD004411,CAMP0174,19.12,Mobile,meta
A002674,ORD004130,CAMP0205,121.72,Mobile,meta
A002675,ORD001551,CAMP0128,30.82,Mobile,meta
A002676,ORD003461,CAMP0230,44.04,Mobile,google
A002677,ORD001569,CAMP0161,150.2,Web,snapchat
A002678,ORD002171,CAMP0022,24.02,Retail,meta
A002679,ORD000106,CAMP0073,483.7,Web,google
A002680,ORD002756,CAMP0015,25.5,Retail,meta
A002681,ORD003478,CAMP0068,209.64,Mobile,meta
A002682,ORD000795,CAMP0028,38.24,Retail,tiktok
A002683,ORD002072,CAMP0213,4.42,Retail,snapchat
A002684,ORD004389,CAMP0009,203.01,Web,tiktok
A002685,ORD001805,CAMP0097,26.64,Web,google
A002686,ORD002545,CAMP0154,39.95,Web,meta
A002687,ORD004712,CAMP0016,20.36,Web,snapchat
A002688,ORD002341,CAMP0022,106.37,Web,google
A002689,ORD004342,CAMP0217,7.35,Mobile,tiktok
A002690,ORD002788,CAMP0017,57.21,Web,google
A002691,ORD002277,CAMP0034,49.17,Mobile,google
A002692,ORD000530,CAMP0171,109.1,Mobile,snapchat
A002693,ORD003799,CAMP0249,335.91,Web,snapchat
A002694,ORD002933,CAMP0149,152.07,Mobile,snapchat
A002695,ORD003859,CAMP0014,202.5,Web,meta
A002696,ORD004569,CAMP0040,33.81,Web,tiktok
A002697,ORD003279,CAMP0021,18.24,Mobile,meta
A002698,ORD004795,CAMP0039,1136.8,Web,tiktok
A002699,ORD003237,CAMP0117,233.42,Web,snapchat
A002700,ORD004315,CAMP0193,19.98,Mobile,google
A002701,ORD004817,CAMP0238,246.16,Web,tiktok
A002702,ORD004686,CAMP0150,45.3,Web,meta
A002703,ORD004066,CAMP0021,179.46,Web,google
A002704,ORD001357,CAMP0103,151.92,Retail,tiktok
A002705,ORD000276,CAMP0223,14.7,Web,snapchat
A002706,ORD003604,CAMP0024,69.88,Web,meta
A002707,ORD004600,CAMP0108,477.9,Retail,tiktok
A002708,ORD001146,CAMP0118,17.45,Mobile,tiktok
A002709,ORD003073,CAMP0120,4.51,Web,snapchat
A002710,ORD004889,CAMP0039,55.83,Retail,meta
A002711,ORD001622,CAMP0221,1204.48,Retail,snapchat
A002712,ORD004019,CAMP0006,25.39,Web,tiktok
A002713,ORD004805,CAMP0242,81.95,Retail,snapchat
A002714,ORD002249,CAMP0098,35.0,Mobile,google
A002715,ORD002225,CAMP0239,45.3,Web,meta
A002716,ORD002144,CAMP0128,37.67,Web,tiktok
A002717,ORD003991,CAMP0125,39.18,Web,google
A002718,ORD000945,CAMP0241,381.78,Web,tiktok
A002719,ORD001265,CAMP0167,202.9,Web,snapchat
A002720,ORD000837,CAMP0082,49.0,Retail,tiktok
A002721,ORD004064,CAMP0025,22.68,Web,meta
A002722,ORD000029,CAMP0012,24.24,Retail,tiktok
A002723,ORD000874,CAMP0077,44.46,Mobile,snapchat
A002724,ORD000323,CAMP0238,57.26,Mobile,meta
A002725,ORD001345,CAMP0017,123.08,Mobile,google
A002726,ORD003984,CAMP0164,67.82,Web,google
A002727,ORD002054,CAMP0048,21.87,Web,meta
A002728,ORD000836,CAMP0179,477.92,Web,google
A002729,ORD003768,CAMP0203,22.94,Mobile,tiktok
A002730,ORD001897,CAMP0176,80.76,Mobile,google
A002731,ORD001017,CAMP0199,15.25,Web,google
A002732,ORD000491,CAMP0006,243.78,Mobile,meta
A002733,ORD003526,CAMP0120,6.6,Web,google
A002734,ORD004425,CAMP0084,166.28,Web,google
A002735,ORD000918,CAMP0212,15.16,Web,google
A002736,ORD002109,CAMP0029,477.9,Retail,google
A002737,ORD000061,CAMP0138,40.52,Web,tiktok
A002738,ORD001575,CAMP0097,9.26,Web,google
A002739,ORD001135,CAMP0124,13.26,Mobile,snapchat
A002740,ORD003773,CAMP0048,226.22,Mobile,google
A002741,ORD003558,CAMP0064,19.8,Web,snapchat
A002742,ORD001764,CAMP0044,16.72,Web,tiktok
A002743,ORD003160,CAMP0204,42.51,Mobile,tiktok
A002744,ORD003742,CAMP0242,85.29,Mobile,meta
A002745,ORD003295,CAMP0223,5.1,Web,tiktok
A002746,ORD000819,CAMP0238,285.24,Web,snapchat
A002747,ORD003335,CAMP0094,76.48,Retail,google
A002748,ORD000027,CAMP0191,30.69,Mobile,snapchat
A002749,ORD002009,CAMP0033,60.6,Mobile,meta
A002750,ORD001773,CAMP0175,410.75,Mobile,google
A002751,ORD000989,CAMP0035,16.02,Web,tiktok
A002752,ORD004409,CAMP0245,11.13,Mobile,google
A002753,ORD002942,CAMP0173,122.64,Retail,meta
A002754,ORD004814,CAMP0086,723.39,Mobile,google
A002755,ORD001934,CAMP0145,320.68,Web,tiktok
A002756,ORD002774,CAMP0228,9.12,Web,meta
A002757,ORD000016,CAMP0178,20.86,Retail,tiktok
A002758,ORD002604,CAMP0063,260.16,Web,google
A002759,ORD001196,CAMP0144,92.73,Web,google
A002760,ORD003701,CAMP0150,189.64,Web,tiktok
A002761,ORD004124,CAMP0187,9.68,Web,meta
A002762,ORD004306,CAMP0187,23.29,Retail,google
A002763,ORD002729,CAMP0040,46.36,Retail,tiktok
A002764,ORD003606,CAMP0014,164.46,Mobile,meta
A002765,ORD002919,CAMP0203,98.61,Mobile,snapchat
A002766,ORD002760,CAMP0182,30.19,Web,google
A002767,ORD001469,CAMP0117,2.93,Mobile,google
A002768,ORD001179,CAMP0162,30.69,Web,tiktok
A002769,ORD000625,CAMP0135,294.5,Mobile,tiktok
A002770,ORD002097,CAMP0240,24.72,Retail,google
A002771,ORD004830,CAMP0227,76.17,Web,tiktok
A002772,ORD001174,CAMP0098,126.4,Web,tiktok
A002773,ORD002438,CAMP0074,39.37,Mobile,tiktok
A002774,ORD002155,CAMP0150,52.44,Web,tiktok
A002775,ORD004075,CAMP0104,252.66,Retail,snapchat
A002776,ORD002526,CAMP0014,238.96,Web,google
A002777,ORD000117,CAMP0006,132.28,Mobile,tiktok
A002778,ORD001800,CAMP0250,36.5,Mobile,tiktok
A002779,ORD003363,CAMP0012,19.06,Mobile,google
A002780,ORD001713,CAMP0101,120.52,Mobile,tiktok
A002781,ORD004651,CAMP0149,24.87,Mobile,snapchat
A002782,ORD001674,CAMP0050,18.99,Web,snapchat
A002783,ORD004004,CAMP0101,31.14,Mobile,snapchat
A002784,ORD001327,CAMP0128,164.3,Mobile,snapchat
A002785,ORD002208,CAMP0157,82.5,Web,snapchat
A002786,ORD002753,CAMP0179,126.56,Web,meta
A002787,ORD000575,CAMP0024,48.24,Mobile,snapchat
A002788,ORD003091,CAMP0232,198.45,Mobile,snapchat
A002789,ORD001922,CAMP0107,131.82,Web,google
A002790,ORD004885,CAMP0205,57.26,Web,snapchat
A002791,ORD004942,CAMP0227,222.78,Mobile,tiktok
A002792,ORD003029,CAMP0021,33.66,Mobile,snapchat
A002793,ORD001819,CAMP0056,114.52,Mobile,snapchat
A002794,ORD002815,CAMP0115,42.51,Web,meta
A002795,ORD003697,CAMP0099,55.84,Mobile,tiktok
A002796,ORD001613,CAMP0035,48.6,Web,snapchat
A002797,ORD003702,CAMP0055,39.04,Mobile,snapchat
A002798,ORD000372,CAMP0213,84.16,Mobile,google
A002799,ORD001521,CAMP0152,335.91,Web,meta
A002800,ORD002969,CAMP0109,8.79,Mobile,tiktok
A002801,ORD003040,CAMP0053,99.86,Web,snapchat
A002802,ORD002734,CAMP0038,569.5,Mobile,meta
A002803,ORD002543,CAMP0100,44.68,Web,tiktok
A002804,ORD002361,CAMP0246,44.68,Mobile,tiktok
A002805,ORD003339,CAMP0030,10.78,Web,tiktok
A002806,ORD001779,CAMP0027,15.16,Web,tiktok
A002807,ORD003929,CAMP0179,53.14,Web,meta
A002808,ORD001890,CAMP0050,133.86,Mobile,google
A002809,ORD004108,CAMP0226,24.59,Mobile,snapchat
A002810,ORD001727,CAMP0159,80.46,Mobile,snapchat
A002811,ORD002128,CAMP0054,49.4,Web,meta
A002812,ORD002518,CAMP0238,135.34,Web,snapchat
A002813,ORD004166,CAMP0158,229.04,Web,snapchat
A002814,ORD004709,CAMP0160,49.4,Web,google
A002815,ORD003163,CAMP0114,205.04,Mobile,tiktok
A002816,ORD003574,CAMP0002,150.6,Web,meta
A002817,ORD001532,CAMP0198,160.24,Web,meta
A002818,ORD003018,CAMP0042,23.3,Web,google
A002819,ORD000703,CAMP0018,80.17,Web,google
A002820,ORD002724,CAMP0182,3.17,Mobile,meta
A002821,ORD002582,CAMP0063,3.83,Web,tiktok
A002822,ORD000598,CAMP0192,18.1,Web,google
A002823,ORD003056,CAMP0086,20.26,Web,tiktok
A002824,ORD004670,CAMP0092,1948.65,Web,snapchat
A002825,ORD001482,CAMP0061,71.34,Web,google
A002826,ORD003308,CAMP0023,113.11,Retail,tiktok
A002827,ORD000677,CAMP0160,568.4,Web,meta
A002828,ORD001278,CAMP0058,57.66,Mobile,snapchat
A002829,ORD001246,CAMP0231,51.95,Web,snapchat
A002830,ORD002770,CAMP0220,120.48,Web,snapchat
A002831,ORD001756,CAMP0131,202.24,Mobile,tiktok
A002832,ORD003490,CAMP0218,184.6,Web,tiktok
A002833,ORD001142,CAMP0171,73.97,Web,tiktok
A002834,ORD000343,CAMP0218,11.46,Web,google
A002835,ORD004460,CAMP0007,282.87,Mobile,google
A002836,ORD004359,CAMP0205,29.64,Mobile,snapchat
A002837,ORD004518,CAMP0233,7.32,Mobile,snapchat
A002838,ORD004253,CAMP0095,95.4,Retail,tiktok
A002839,ORD003393,CAMP0062,65.91,Web,meta
A002840,ORD003960,CAMP0064,93.92,Web,tiktok
A002841,ORD002922,CAMP0085,9.26,Web,meta
A002842,ORD001348,CAMP0171,25.32,Mobile,snapchat
A002843,ORD002156,CAMP0074,65.73,Mobile,meta
A002844,ORD002631,CAMP0179,64.87,Web,snapchat
A002845,ORD003149,CAMP0142,253.9,Web,meta
A002846,ORD002585,CAMP0189,14.7,Mobile,meta
A002847,ORD004777,CAMP0010,21.08,Web,snapchat
A002848,ORD004082,CAMP0008,68.37,Mobile,meta
A002849,ORD004395,CAMP0132,17.45,Web,tiktok
A002850,ORD002276,CAMP0021,12.0,Web,google
A002851,ORD001317,CAMP0170,94.29,Mobile,google
A002852,ORD000547,CAMP0242,192.06,Mobile,snapchat
A002853,ORD002083,CAMP0198,9.0,Web,meta
A002854,ORD002555,CAMP0230,73.62,Web,snapchat
A002855,ORD002405,CAMP0168,54.15,Mobile,google
A002856,ORD002966,CAMP0220,244.9,Web,meta
A002857,ORD001377,CAMP0137,6.34,Retail,tiktok
A002858,ORD000827,CAMP0133,27.05,Mobile,meta
A002859,ORD004733,CAMP0022,33.4,Web,tiktok
A002860,ORD004690,CAMP0139,312.72,Web,meta
A002861,ORD001055,CAMP0146,135.64,Mobile,snapchat
A002862,ORD001654,CAMP0055,75.29,Retail,tiktok
A002863,ORD000570,CAMP0122,68.12,Retail,google
A002864,ORD004293,CAMP0042,238.64,Mobile,meta
A002865,ORD003261,CAMP0007,16.39,Web,google
A002866,ORD002280,CAMP0218,212.74,Retail,google
A002867,ORD004007,CAMP0037,738.4,Mobile,snapchat
A002868,ORD003464,CAMP0172,100.05,Retail,google
A002869,ORD002494,CAMP0102,13.65,Web,snapchat
A002870,ORD002973,CAMP0174,78.58,Mobile,tiktok
A002871,ORD001073,CAMP0119,15.25,Web,snapchat
A002872,ORD004318,CAMP0160,18.1,Mobile,meta
A002873,ORD001893,CAMP0167,167.64,Mobile,tiktok
A002874,ORD001307,CAMP0191,73.62,Web,google
A002875,ORD003245,CAMP0177,52.35,Web,snapchat
A002876,ORD000406,CAMP0061,190.89,Web,snapchat
A002877,ORD003322,CAMP0010,15.56,Mobile,tiktok
A002878,ORD001776,CAMP0226,433.85,Web,google
A002879,ORD002829,CAMP0140,20.4,Mobile,meta
A002880,ORD004352,CAMP0173,301.12,Mobile,google
A002881,ORD004109,CAMP0034,23.82,Mobile,tiktok
A002882,ORD003709,CAMP0230,234.11,Retail,meta
A002883,ORD000642,CAMP0229,14.62,Web,tiktok
A002884,ORD003458,CAMP0035,223.28,Retail,snapchat
A002885,ORD001570,CAMP0050,70.44,Web,tiktok
A002886,ORD003989,CAMP0071,82.15,Mobile,meta
A002887,ORD004248,CAMP0006,11.38,Web,meta
A002888,ORD004470,CAMP0120,38.12,Web,meta
A002889,ORD002451,CAMP0159,22.3,Mobile,google
A002890,ORD003584,CAMP0033,41.91,Mobile,google
A002891,ORD004713,CAMP0043,32.24,Web,tiktok
A002892,ORD002953,CAMP0193,37.67,Mobile,google
A002893,ORD001216,CAMP0002,234.87,Mobile,google
A002894,ORD001859,CAMP0169,33.94,Retail,meta
A002895,ORD002197,CAMP0144,123.42,Web,tiktok
A002896,ORD001915,CAMP0051,781.8,Web,snapchat
A002897,ORD003117,CAMP0133,42.52,Retail,meta
A002898,ORD001891,CAMP0014,18.88,Mobile,tiktok
A002899,ORD004561,CAMP0074,107.52,Web,snapchat
A002900,ORD003750,CAMP0243,42.7,Mobile,google
A002901,ORD004081,CAMP0081,33.87,Mobile,meta
A002902,ORD001155,CAMP0123,12.85,Mobile,meta
A002903,ORD000440,CAMP0009,172.15,Retail,meta
A002904,ORD001202,CAMP0178,51.42,Web,snapchat
A002905,ORD003692,CAMP0064,39.37,Retail,meta
A002906,ORD001105,CAMP0123,98.16,Web,meta
A002907,ORD002542,CAMP0075,60.36,Web,snapchat
A002908,ORD003944,CAMP0027,234.87,Mobile,snapchat
A002909,ORD003520,CAMP0139,31.32,Web,snapchat
A002910,ORD004195,CAMP0072,126.45,Web,tiktok
A002911,ORD000546,CAMP0182,9.05,Web,meta
A002912,ORD003994,CAMP0153,16.2,Web,meta
A002913,ORD000910,CAMP0179,59.72,Web,snapchat
A002914,ORD000847,CAMP0223,15.85,Retail,tiktok
A002915,ORD002056,CAMP0208,109.55,Mobile,google
A002916,ORD004146,CAMP0156,27.36,Web,tiktok
A002917,ORD004573,CAMP0179,147.95,Mobile,snapchat
A002918,ORD000088,CAMP0022,39.78,Web,google
A002919,ORD001614,CAMP0076,78.74,Retail,tiktok
A002920,ORD000452,CAMP0074,60.6,Mobile,google
A002921,ORD000102,CAMP0164,99.78,Web,snapchat
A002922,ORD002768,CAMP0067,8.8,Web,snapchat
A002923,ORD004954,CAMP0041,34.9,Mobile,snapchat
A002924,ORD003255,CAMP0123,33.87,Web,tiktok
A002925,ORD004158,CAMP0210,29.4,Web,google
A002926,ORD002353,CAMP0075,10.54,Mobile,meta
A002927,ORD002841,CAMP0226,2.93,Web,tiktok
